"Year","Header","Source","URL"
1997,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1997,"Cars.com - Official Site","www.cars.com","www.cars.com"
1997,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1997,"Disney Cars","cars.disney.com","cars.disney.com"
1997,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1997,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1997,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1997,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1997,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1997,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1997,"Cars (2006) | Disney Cars","cars.disney.com","cars.disney.com/cars"
1997,"Cars.com - Official Site","www.cars.com","www.cars.com"
1997,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1997,"Disney Cars","cars.disney.com","cars.disney.com"
1997,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1997,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1997,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1997,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1997,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1997,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1997,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1998,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1998,"Disney Cars","cars.disney.com","cars.disney.com"
1998,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1998,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1998,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1998,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1998,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1998,"Cars.com - Official Site","www.cars.com","www.cars.com"
1998,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1998,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1998,"Cars.com - Official Site","www.cars.com","www.cars.com"
1998,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1998,"Disney Cars","cars.disney.com","cars.disney.com"
1998,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1998,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1998,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1998,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1998,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1998,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1998,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1998,"Cars.com - Official Site","www.cars.com","www.cars.com"
1998,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1998,"Disney Cars","cars.disney.com","cars.disney.com"
1998,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1998,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1998,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1998,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1998,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1998,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1998,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1999,"Cars.com - Official Site","www.cars.com","www.cars.com"
1999,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1999,"Disney Cars","cars.disney.com","cars.disney.com"
1999,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1999,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1999,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1999,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1999,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1999,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1999,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1999,"Cars.com - Official Site","www.cars.com","www.cars.com"
1999,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1999,"Disney Cars","cars.disney.com","cars.disney.com"
1999,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1999,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1999,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1999,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1999,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1999,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1999,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1999,"Cars.com - Official Site","www.cars.com","www.cars.com"
1999,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1999,"Disney Cars","cars.disney.com","cars.disney.com"
1999,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1999,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1999,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1999,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1999,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1999,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1999,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2000,"Cars.com - Official Site","www.cars.com","www.cars.com"
2000,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2000,"Disney Cars","cars.disney.com","cars.disney.com"
2000,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2000,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2000,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2000,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2000,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2000,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2000,"Cars (2006) | Disney Cars","cars.disney.com","cars.disney.com/cars"
2000,"Cars.com - Official Site","www.cars.com","www.cars.com"
2000,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2000,"Disney Cars","cars.disney.com","cars.disney.com"
2000,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2000,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2000,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2000,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2000,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2000,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2000,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2000,"Cars.com - Official Site","www.cars.com","www.cars.com"
2000,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2000,"Disney Cars","cars.disney.com","cars.disney.com"
2000,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2000,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2000,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2000,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2000,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2000,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2000,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2001,"Cars.com - Official Site","www.cars.com","www.cars.com"
2001,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2001,"Disney Cars","cars.disney.com","cars.disney.com"
2001,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2001,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2001,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2001,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2001,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2001,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2001,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2001,"Cars.com - Official Site","www.cars.com","www.cars.com"
2001,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2001,"Disney Cars","cars.disney.com","cars.disney.com"
2001,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2001,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2001,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2001,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2001,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2001,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2001,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2001,"Cars.com - Official Site","www.cars.com","www.cars.com"
2001,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2001,"Disney Cars","cars.disney.com","cars.disney.com"
2001,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2001,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2001,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2001,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2001,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2001,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2001,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2002,"Cars.com - Official Site","www.cars.com","www.cars.com"
2002,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2002,"Disney Cars","cars.disney.com","cars.disney.com"
2002,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2002,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2002,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2002,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2002,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2002,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2002,"Cars (2006) | Disney Cars","cars.disney.com","cars.disney.com/cars"
2002,"Cars.com - Official Site","www.cars.com","www.cars.com"
2002,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2002,"Disney Cars","cars.disney.com","cars.disney.com"
2002,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2002,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2002,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2002,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2002,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2002,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2002,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2002,"Cars.com - Official Site","www.cars.com","www.cars.com"
2002,"Disney Cars","cars.disney.com","cars.disney.com"
2002,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2002,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2002,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2002,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2002,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2002,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2002,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2002,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2003,"Cars.com - Official Site","www.cars.com","www.cars.com"
2003,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2003,"Disney Cars","cars.disney.com","cars.disney.com"
2003,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2003,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2003,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2003,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2003,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2003,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2003,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2003,"Cars.com - Official Site","www.cars.com","www.cars.com"
2003,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2003,"Disney Cars","cars.disney.com","cars.disney.com"
2003,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2003,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2003,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2003,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2003,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2003,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2003,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2003,"Cars.com - Official Site","www.cars.com","www.cars.com"
2003,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2003,"Disney Cars","cars.disney.com","cars.disney.com"
2003,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2003,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2003,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2003,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2003,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2003,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2003,"Cars (2006) | Disney Cars","cars.disney.com","cars.disney.com/cars"
2004,"Cars.com - Official Site","www.cars.com","www.cars.com"
2004,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2004,"Disney Cars","cars.disney.com","cars.disney.com"
2004,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2004,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2004,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2004,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2004,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2004,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2004,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2004,"Cars.com - Official Site","www.cars.com","www.cars.com"
2004,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2004,"Disney Cars","cars.disney.com","cars.disney.com"
2004,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2004,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2004,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2004,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2004,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2004,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2004,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2004,"Cars.com - Official Site","www.cars.com","www.cars.com"
2004,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2004,"Disney Cars","cars.disney.com","cars.disney.com"
2004,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2004,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2004,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2004,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2004,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2004,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2004,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2005,"Cars.com - Official Site","www.cars.com","www.cars.com"
2005,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2005,"Disney Cars","cars.disney.com","cars.disney.com"
2005,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2005,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2005,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2005,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2005,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2005,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2005,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2005,"Cars.com - Official Site","www.cars.com","www.cars.com"
2005,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2005,"Disney Cars","cars.disney.com","cars.disney.com"
2005,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2005,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2005,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2005,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2005,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2005,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2005,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2005,"Cars.com - Official Site","www.cars.com","www.cars.com"
2005,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2005,"Disney Cars","cars.disney.com","cars.disney.com"
2005,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2005,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2005,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2005,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2005,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2005,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2005,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2006,"Cars.com - Official Site","www.cars.com","www.cars.com"
2006,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2006,"Disney Cars","cars.disney.com","cars.disney.com"
2006,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2006,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2006,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2006,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2006,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2006,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2006,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2006,"Cars.com - Official Site","www.cars.com","www.cars.com"
2006,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2006,"Disney Cars","cars.disney.com","cars.disney.com"
2006,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2006,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2006,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2006,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2006,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2006,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2006,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2006,"Cars.com - Official Site","www.cars.com","www.cars.com"
2006,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2006,"Disney Cars","cars.disney.com","cars.disney.com"
2006,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2006,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2006,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2006,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2006,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2006,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2006,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
2007,"Cars.com - Official Site","www.cars.com","www.cars.com"
2007,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2007,"Disney Cars","cars.disney.com","cars.disney.com"
2007,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2007,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2007,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2007,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2007,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2007,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2007,"Cars (2006) | Disney Cars","cars.disney.com","cars.disney.com/cars"
2007,"Cars.com - Official Site","www.cars.com","www.cars.com"
2007,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
2007,"Disney Cars","cars.disney.com","cars.disney.com"
2007,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
2007,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
2007,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
2007,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
2007,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
2007,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
2007,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
